name,func,num,sz,amount,a,b,c,d
baleful_cirrus_cumulonimbogenitus.jpg,3,4,2.874482,2.0682006,1.2485377,2.0260744,-0.6893058,-0.956826
calculating_stratocumulus_stratiformis_opacus_radiatus.jpg,3,4,3.6707299,1.7328817,2.767717,2.2828956,-0.629704,-0.12321341
vulnerable_stratocumulus_lenticularis_undulatus.jpg,3,3,2.8409503,1.6898607,1.8876735,-2.7720037,-2.650852,0.6940417
unpleasant_cirrocumulus_floccus.jpg,3,4,1.7557223,2.8970613,1.5593287,0.09861469,-2.2655632,0.74790394
anguished_altocumulus_stratiformis_opacus_duplicatus.jpg,3,3,3.0990567,1.7112358,1.3080676,-1.797109,-2.003615,-0.6632005
unsound_cumulus_stratomutatus.jpg,3,4,1.745733,1.7951871,2.1542659,-1.1073439,-1.9980435,-0.55523384
hesitant_cirrus_floccus.jpg,3,4,4.4514294,2.2564425,1.8144076,-2.5378575,-1.881495,0.9405204
terminal_cumulus_arcus.jpg,3,4,3.1183329,1.9943632,1.3548864,2.5867176,-1.4187748,0.121420264
hesitant_cumulonimbus_nimbostratogenitus.jpg,3,3,2.8831458,1.7870522,2.1440725,-2.956098,-2.638408,-0.23285377
ecstatic_altostratus_translucidus.jpg,3,2,3.3609934,2.0551789,2.640389,2.7711859,-2.2558186,0.7298856
loved_cirrus_fibratus_vertebratus.jpg,3,2,2.7977173,1.6734672,2.0045195,-0.026450634,-0.69098663,0.43875158
goofy_cirrus_fibratus_radiatus.jpg,3,1,2.579333,1.3835936,1.5188386,2.4356737,-1.5452807,-0.7593421
useless_cumulonimbus_nimbostratogenitus.jpg,3,4,4.421942,1.1917534,2.573448,1.2198353,-2.0784848,-0.089764476
reliable_stratocumulus_nimbostratomutatus.jpg,3,2,1.6672952,1.5256221,1.8554035,0.49530888,-0.21072817,0.9460757
irritated_altocumulus_stratiformis_perlucidus_undulatus.jpg,3,4,3.2376077,1.5902964,1.8820059,-0.23824215,-0.7185507,0.022380114
menaced_cumulonimbus_pannus.jpg,4,3,3.7848845,1.1964186,2.7981966,-1.7142545,-2.9678917,-0.60869324
reassured_cirrostratus_altostratomutatus.jpg,4,1,4.2280626,2.2746668,2.6059418,2.8063726,-2.4849093,-0.6083429
stingy_altocumulus_altostratomutatus.jpg,4,4,2.5583491,1.6667396,2.6354032,-2.6980739,-1.3559167,-0.07187748
immature_cumulus_congestus_flammagenitus.jpg,4,1,2.2999506,1.226415,1.0103314,-0.72225714,-0.7461586,0.15869474
amiable_cirrus_homogenitus.jpg,4,2,4.8452997,1.8051915,2.7857459,2.51058,-2.680501,-0.40445626
daring_altocumulus_stratiformis_translucidus_undulatus.jpg,4,1,2.463353,2.770195,2.4505148,-2.7653668,-2.7006063,0.47685564
depressing_nimbostratus_pannus.jpg,4,3,1.4939723,1.7278994,2.4059138,-2.0874696,-1.167483,-0.33177102
inspired_cirrostratus_cumulonimbogenitus.jpg,4,1,3.8056035,2.7879295,1.5746672,-0.40190792,-0.26996803,0.7623075
jocular_cumulus_praecipitatio.jpg,4,2,2.3032517,2.1518722,1.0382432,1.9323301,-2.325232,-0.6383673
serene_stratocumulus_altostratogenitus.jpg,4,2,1.6567876,1.8036135,2.5116756,0.55223465,-1.7862973,0.82249486
elated_cumulonimbus_praecipitatio.jpg,4,1,1.7398293,2.6697006,1.4946033,-0.9923892,-1.6099737,0.06955552
stupefied_cumulus_stratomutatus.jpg,4,3,4.680723,2.8162155,2.3307886,0.8998585,-0.86933684,0.53354025
inflamed_altocumulus_castellanus_lacunosus.jpg,4,3,1.9599555,2.1131299,2.2464263,-0.79650164,-0.8069649,-0.3814932
fretful_stratus_cumulonimbogenitus.jpg,4,4,3.4275386,2.8040915,1.351227,2.0041018,-0.100776434,-0.15630686
unpleasant_altocumulus_stratiformis_opacus_duplicatus.jpg,4,4,3.0923543,1.3234565,1.0466646,-2.1486044,-2.5693817,0.2214998
light_altostratus_translucidus_duplicatus.jpg,4,1,1.423708,1.1045417,2.60227,1.1621838,-0.56221724,-0.44153845
featherbrained_stratus_nebulosus_opacus.jpg,4,2,2.3535378,2.0473528,1.1990238,0.84082603,-1.608577,0.42322314
terminal_nimbostratus_pannus.jpg,4,3,3.9909685,2.1169863,2.2864573,0.0015563965,-0.83398795,-0.3688618
rebellious_stratocumulus_castellanus.jpg,4,2,3.007073,2.1013613,2.6447701,0.7846062,-2.074789,0.09045994
dizzy_altostratus_cirrostratomutatus.jpg,4,1,2.4453926,2.508853,2.9611387,2.640378,-0.99386716,-0.10413134
eccentric_stratocumulus_volutus.jpg,4,2,4.866326,2.5543547,2.8583045,0.2778864,-2.577506,-0.19245744
keen_cirrus_spissatus.jpg,4,2,4.1714845,2.8328166,2.6883516,1.1479721,-0.585577,0.26932693
bored_cirrostratus_fibratus_duplicatus.jpg,4,4,1.8859746,1.6486474,2.045571,-1.8647107,-1.3424847,0.01576066
engrossed_cirrus_mammatus.jpg,4,1,2.1694558,2.8167894,2.7334242,-2.4020786,-2.7666535,-0.6044595
hateful_cumulus_humilis.jpg,4,3,4.6709824,1.1052405,2.0409398,1.9410777,-1.641386,-0.22332895
understanding_altocumulus_castellanus_lacunosus.jpg,4,1,3.930958,2.1879246,2.8024602,-0.97603154,-0.7015319,0.59804416
bold_cirrostratus_cirrocumulomutatus.jpg,4,1,2.0498726,1.7401361,2.7927227,2.655798,-0.7610798,-0.5979694
weirder_altocumulus_virga.jpg,4,1,3.1163774,1.7981884,2.2052257,0.12659693,-2.544106,0.677039
bright_cumulus_pannus.jpg,4,1,2.1035967,2.8297446,2.4990168,2.217753,-1.7554123,0.050821304
resentful_nimbostratus_cumulogenitus.jpg,4,3,3.2156498,1.3003571,1.9407935,-2.089078,-2.359984,0.3830719
stingy_stratocumulus_lenticularis_undulatus.jpg,4,4,2.0461493,2.4500542,2.851886,1.6704907,-1.5946916,-0.12243593
offensive_altostratus_altocumulogenitus.jpg,4,4,3.6132553,1.3959703,2.9640386,-2.654058,-0.5713134,0.09093869
absorbed_cumulonimbus_incus.jpg,4,2,3.687684,2.7626643,2.1584518,1.8525009,-2.2957857,-0.46279275
upset_cirrus_fibratus_intortus.jpg,4,3,1.0347695,2.6123824,1.9486524,-1.4332384,-0.004438162,0.5733124
absorbed_stratocumulus_stratiformis_translucidus_undulatus.jpg,4,1,3.3352702,1.8359497,1.7326066,0.56871057,-0.79933023,-0.43245506
clever_cirrocumulus_stratiformis_undulatus.jpg,5,2,4.519051,1.658874,1.4217106,-0.4792509,-0.45211697,-0.1794051
bubbly_cirrocumulus_altocumulomutatus.jpg,5,2,4.6111746,2.869256,1.7025144,0.47413254,-2.6909187,0.99298406
lonely_nimbostratus_virga.jpg,5,3,1.5913782,1.621572,2.032217,-2.0542836,-1.6630704,-0.95743847
lame_stratocumulus_altostratogenitus.jpg,5,4,3.1348217,2.7797585,2.2377567,-2.9016442,-2.6044657,0.53701055
alone_altostratus_altocumulogenitus.jpg,5,4,3.8147137,2.8308954,2.446917,0.4178834,-1.7210553,0.5722071
featherbrained_cumulus_virga.jpg,5,2,4.216725,1.2339,1.1550834,1.7058592,-2.978406,0.017931938
attracted_altocumulus_stratocumulomutatus.jpg,5,1,3.7118452,1.0900573,2.2251801,-2.5061207,-0.114536524,0.5073701
invidious_cirrostratus_fibratus.jpg,5,4,4.0579853,1.6714839,1.1321466,-0.3277223,-1.545538,-0.2656442
kind_altocumulus_altostratomutatus.jpg,5,2,1.3479033,1.5906398,2.145703,-0.14855242,-1.4643906,-0.66571975
brave_altocumulus_stratiformis_translucidus_undulatus.jpg,5,1,4.2536654,1.4127154,2.4736304,1.3787575,-2.607112,-0.8634443
admiration_stratocumulus_altocumulomutatus.jpg,5,2,4.9422007,1.9291136,1.8346117,1.2616477,-2.9586456,0.17825377
sorrowful_cumulus_praecipitatio.jpg,5,4,2.3491142,1.1470252,1.7528512,-2.850126,-1.4950836,0.8323412
rebellious_cirrus_fibratus_radiatus.jpg,5,2,3.075825,1.4280214,1.4839319,-1.4793416,-1.3019178,0.009544611
bitter_cirrocumulus_lenticularis_undulatus.jpg,5,3,2.733608,2.6464715,2.5812793,-1.9280162,-0.8003416,-0.22039866
aggressive_stratus_stratocumulomutatus.jpg,5,3,1.423862,2.4329906,1.0235331,-1.0975578,-0.92041636,0.6080415
nefarious_altocumulus_stratiformis_perlucidus.jpg,5,3,4.8630953,1.4904857,2.445042,-0.043259144,-0.5686674,-0.9720442
ecstatic_cumulus_stratocumulogenitus.jpg,5,2,4.615705,2.9282131,2.0541675,1.2849035,-2.765443,0.8369535
sad_altocumulus_lenticularis.jpg,5,3,4.3239193,2.1326518,2.3374696,-0.33748913,-1.099344,-0.63495994
annoyed_cumulonimbus_flammagenitus.jpg,5,4,2.4309423,1.2098821,1.4888835,-2.6929212,-1.8078661,-0.049881697
overjoyed_cirrus_spissatus.jpg,5,2,2.009435,2.5959423,2.4342632,2.9507937,-0.97764874,0.48366094
dismayed_cirrostratus_homogenitus.jpg,5,4,2.5907624,2.4053617,2.4273458,-2.0626645,-0.32395554,0.8218874
corrupt_stratocumulus_cumulogenitus.jpg,5,4,4.915182,1.0386764,1.0015026,-1.3153324,-2.5676348,0.79934406
lighthearted_cirrostratus_nebulosus.jpg,5,1,2.6080892,2.7799091,2.7923322,-2.6987195,-1.4634898,-0.2972666
noxious_cirrostratus_nebulosus.jpg,5,4,4.6280794,2.008175,2.7146592,1.7491269,-2.5950413,0.81745505
fretful_altocumulus_stratiformis_translucidus_lacunosus.jpg,5,4,1.4267735,1.9853072,1.9256655,0.35957813,-1.6389828,0.44958615
luminous_altocumulus_stratiformis_translucidus_undulatus.jpg,5,1,1.9418471,1.875228,2.488244,1.9915113,-0.7242973,-0.6285025
fastidious_stratocumulus_stratiformis_translucidus_radiatus.jpg,5,2,2.6004984,2.746955,2.6766512,-2.9627357,-2.1872213,0.8982258
deceitful_stratus_nebulosus_opacus.jpg,5,4,1.9744279,2.2510586,1.0274777,1.1502972,-2.9737468,-0.654408
deceitful_cumulonimbus_mammatus.jpg,5,4,3.78107,1.7703526,2.065106,0.75875974,-0.92206717,-0.6269624
lachrymose_cirrus_floccus.jpg,5,3,3.7977326,1.8587825,1.1522095,-2.5091662,-2.6467545,-0.25001597
diminished_cumulonimbus_pileus.jpg,5,3,2.2734957,1.7576454,1.9799579,-1.3418766,-1.6808918,-0.81339324
contented_stratocumulus_stratiformis_opacus.jpg,5,1,4.398805,1.2056432,2.140685,2.9409695,-0.5949552,-0.23939693
uncertain_cirrus_fibratus_intortus.jpg,5,3,1.8975182,1.8248901,1.8885812,-1.9915681,-2.4801674,-0.22573686
rejected_altocumulus_stratiformis_perlucidus_duplicatus.jpg,5,4,2.9539795,2.1129117,1.7336203,-0.7036679,-1.5402033,0.0542444
carefree_cumulus_mammatus.jpg,5,2,1.0013511,1.5884291,1.0801779,0.775115,-1.9131114,-0.2680279
heartbroken_stratocumulus_stratiformis_perlucidus_lacunosus.jpg,5,4,4.9565315,2.2544289,1.3740344,-1.9672179,-0.93703294,-0.8191767
ill_stratocumulus_volutus.jpg,5,3,3.538904,2.0409482,1.1573541,-1.7046661,-1.747813,0.9310509
inquisitive_nimbostratus_virga.jpg,5,1,4.6147003,1.9617655,1.6551468,1.2827206,-0.89167523,0.084903
unhappy_cumulonimbus_velum.jpg,5,4,1.1256421,2.6117485,1.0470407,0.5898509,-1.879812,0.06685245
vulnerable_cumulus_fractus.jpg,5,4,4.7863855,2.1675801,2.6955943,-1.7772017,-0.45626712,0.115056396
daring_cumulus_homogenitus.jpg,5,1,1.4060557,1.1874231,1.2609781,-2.4918203,-1.2370245,0.71140146
decrepit_stratocumulus_altocumulomutatus.jpg,5,3,4.524946,2.1311064,1.1771667,-1.8304338,-1.8191819,-0.54253304
dominated_altocumulus_stratiformis_opacus_radiatus.jpg,5,3,2.8025105,1.549641,1.273861,1.2156267,-0.68325496,-0.59746134
reassured_cumulus_stratocumulogenitus.jpg,5,1,2.6929357,2.40281,2.4777975,2.209529,-1.0910327,-0.47352207
noxious_altocumulus_lenticularis_undulatus.jpg,6,3,3.605557,2.3843956,2.33136,1.2949948,-0.6619644,-0.36293662
crushed_stratus_stratocumulomutatus.jpg,6,3,2.0819318,1.667597,1.0771695,1.8117423,-0.29285884,0.8529593
thrilled_cirrus_spissatus.jpg,6,2,1.102566,2.362724,1.833492,1.0991869,-1.1493232,-0.21574879
boiling_nimbostratus_altocumulomutatus.jpg,6,3,3.0029204,1.3256096,1.6518531,-2.9364,-0.84952974,-0.7867979
wounded_cumulus_tuba.jpg,6,4,1.5078773,1.5948217,2.6288342,2.6701875,-2.9703283,-0.33009183
invidious_altostratus_altocumulogenitus.jpg,6,4,4.0051947,2.7199671,1.3628436,2.0646696,-2.9349914,0.045447826
fastidious_cirrostratus_fibratus_undulatus.jpg,6,2,3.9905896,2.3390403,1.3628006,-1.3176713,-0.89383984,0.99305737
vicious_stratocumulus_altocumulomutatus.jpg,6,3,4.3686447,1.1366732,2.9504533,-0.39682388,-0.99013376,-0.81432223
misgiving_cirrus_fibratus_intortus.jpg,6,4,1.2974358,1.7024345,1.8203149,-2.768413,-2.9583535,0.9753016
decrepit_cumulonimbus_nimbostratogenitus.jpg,6,4,3.2870386,2.2027836,1.0314817,0.12949276,-2.9668798,-0.51038337
wronged_cirrus_altocumulogenitus.jpg,6,4,4.7656007,1.2008032,1.5253085,-0.07429218,-1.6227405,0.3883313
unstable_cumulonimbus_flammagenitus.jpg,6,4,2.5535715,2.5031219,1.3657852,1.1622496,-0.80839634,-0.51036906
cunning_cumulus_praecipitatio.jpg,6,3,1.9849792,1.1447594,2.4458473,1.2589111,-1.41221,-0.34177577
frank_stratus_cumulonimbogenitus.jpg,6,2,1.6904702,1.4570056,2.345295,1.5439286,-0.77588344,-0.60797846
enthusiastic_cumulus_tuba.jpg,6,1,1.1440604,1.8702074,2.617653,1.053813,-2.980593,0.8270539
daffy_cirrocumulus_cirrostratomutatus.jpg,6,2,2.2749672,2.1372128,2.0390377,0.087481976,-2.6817062,0.8901596
comely_altocumulus_stratiformis_opacus_lacunosus.jpg,6,2,4.1540833,1.2361393,2.2463422,1.4359083,-1.7873964,0.51282525
comely_cirrocumulus_floccus_lacunosus.jpg,6,1,3.7983644,2.0270605,2.613935,1.0234122,-0.28045988,-0.04780233
serene_cumulonimbus_cumulomutatus.jpg,6,2,4.6588693,2.159444,2.0529764,2.7279787,-0.65531826,0.90576684
dejected_stratocumulus_stratomutatus.jpg,6,3,3.504433,1.7279179,1.4238099,2.5601878,-1.381152,-0.24910259
sorrowful_stratocumulus_stratiformis.jpg,7,4,2.1480088,2.295557,1.386421,-2.342077,-1.6844634,0.33468652
dazed_nimbostratus_praecipitatio.jpg,7,1,2.3348317,1.080536,2.1171136,-2.101337,-2.2703953,0.72498846
timid_cirrostratus_fibratus_undulatus.jpg,7,4,3.7293532,1.4064734,1.1542068,2.8563251,-0.10301328,0.11476576
amiable_cumulus_velum.jpg,7,1,3.6998475,2.16191,1.8556137,-1.6126474,-0.3107028,-0.91260374
important_altostratus_translucidus_duplicatus.jpg,7,1,4.0707655,2.7508345,1.2350155,-0.5640569,-0.7439444,-0.7234931
taciturn_cirrostratus_cirrocumulogenitus.jpg,7,1,4.4735637,1.7267058,1.4584033,-0.24238515,-1.0107214,-0.9078455
rejected_cirrocumulus_lenticularis_undulatus.jpg,7,4,3.1380887,2.161416,2.7614005,2.4134035,-2.5846624,-0.5095931
disillusioned_stratocumulus_mammatus.jpg,7,3,1.201261,2.925671,1.5116621,-0.16732359,-0.92880416,0.6814629
victimized_cirrus_floccus.jpg,7,4,3.7837229,2.5392942,2.2668984,-1.839347,-1.0757086,-0.44093025
taciturn_stratocumulus_volutus.jpg,7,1,1.6948831,2.794226,2.9272132,-0.7874899,-0.04398012,-0.5251937
stingy_stratocumulus_stratiformis_opacus_undulatus.jpg,7,3,2.1679943,1.812933,2.5166721,-0.85881996,-2.8137064,0.39065766
earnest_altocumulus_stratiformis_perlucidus_radiatus.jpg,7,1,1.9403207,1.1297442,2.8745785,-1.7905676,-2.6882656,-0.60992455
dominated_cumulonimbus_capillatus.jpg,7,4,2.6858191,2.8853953,2.6290498,2.1355624,-2.6972232,0.5411035
menaced_altocumulus_altostratomutatus.jpg,7,4,1.102916,2.5255945,2.8231487,-0.12997556,-2.5030553,0.14762497
weird_stratocumulus_stratiformis_opacus_undulatus.jpg,7,1,4.31656,2.6893756,2.093924,0.89537334,-1.5142046,0.20910168
interested_altocumulus_stratiformis_translucidus_duplicatus.jpg,7,1,2.5029342,1.5577949,2.4225736,-1.6217115,-2.1408057,-0.2603836
inspired_altocumulus_stratiformis_perlucidus_lacunosus.jpg,7,2,1.6008332,1.6544161,1.0582271,-2.1807117,-2.2514884,0.1744672
exquisite_altocumulus_stratiformis_opacus_radiatus.jpg,7,1,1.1484382,1.2904204,1.6428514,0.58660626,-0.56737375,-0.83045876
lost_cirrus_spissatus.jpg,7,3,4.454384,1.5584538,1.8949518,-0.25972366,-1.8772614,0.12904108
inspired_cumulus_praecipitatio.jpg,7,2,4.612253,1.1087567,2.7423654,1.5145617,-1.6977707,-0.49751258
jubilant_altocumulus_stratiformis_perlucidus_radiatus.jpg,7,2,4.5097933,1.7564683,1.2039468,-0.7354789,-2.7508812,0.43999326
offensive_cumulus_praecipitatio.jpg,7,3,3.2589693,1.0752703,1.4940941,-2.8190796,-0.4943428,-0.98788285
tenacious_cumulonimbus_incus.jpg,7,2,4.9324436,1.5923615,2.0760517,0.041674137,-0.654315,0.7085092
ecstatic_stratus_nebulosus_translucidus_undulatus.jpg,7,1,1.6127739,2.1715078,2.8455217,2.700904,-2.5822718,0.84498644
aggressive_cumulonimbus_virga.jpg,7,4,2.3929994,1.5778761,1.1206806,-1.3363638,-2.5311007,0.54891634
thankful_altocumulus_stratiformis_opacus_duplicatus.jpg,7,1,1.4131491,2.1888354,2.9897153,-1.2125487,-0.17582512,-0.70082474
responsible_nimbostratus_pannus.jpg,7,1,2.6173732,1.2756313,1.3772409,2.233717,-2.1583514,-0.067463875
querulous_altostratus_nimbostratomutatus.jpg,7,4,4.0950146,2.3119478,1.4679757,0.03136778,-2.9124203,-0.51092947
antic_cumulonimbus_stratocumulogenitus.jpg,7,2,1.8337586,2.4621906,1.0630039,-1.1394353,-0.39037466,-0.63753235
detestable_stratus_nebulosus_opacus.jpg,11,3,2.617318,1.8960292,2.5570655,1.8345757,-2.473004,0.6686157
forced_cumulus_congestus.jpg,11,3,3.2510283,1.0106962,1.4255285,2.4938545,-2.2103467,0.6131309
fuming_nimbostratus_cumulogenitus.jpg,11,3,4.820858,1.5821236,2.1246045,-1.2801422,-2.7319787,0.8004283
afflicted_cirrus_mammatus.jpg,11,3,2.767561,1.9970438,2.671863,-2.4673185,-1.736651,0.8948411
untroubled_cumulonimbus_mammatus.jpg,11,2,2.4299428,1.3985361,1.794566,0.053922653,-0.97549105,0.7554537
outspoken_altocumulus_stratiformis_opacus_duplicatus.jpg,11,2,2.0018559,1.8535962,2.3801718,-2.0342152,-2.138458,0.568879
exquisite_cumulus_mammatus.jpg,11,2,4.2360525,2.052123,2.6827712,-0.20423555,-1.1941879,0.3934604
gleeful_cirrocumulus_floccus_lacunosus.jpg,11,1,3.4221954,1.1470413,1.4490135,1.9345756,-0.679296,-0.79099584
bitter_altostratus_translucidus_undulatus.jpg,11,4,2.0660007,1.0327854,2.99234,-1.9161955,-2.3552613,-0.6638882
frisky_cirrostratus_cirromutatus.jpg,11,1,4.4675603,1.7079691,1.9616797,-1.4944274,-2.982624,0.6559328
lively_stratocumulus_stratiformis_opacus_lacunosus.jpg,6,1,3.8409889,2.333983,1.5502566,-1.5130767,-0.5326965,-0.12715197
lucky_stratus_nebulosus_opacus.jpg,6,1,4.4374876,1.059949,2.0398397,-1.7375976,-0.45329523,0.422328
unique_stratocumulus_stratiformis_perlucidus_radiatus.jpg,6,2,2.5643954,1.0153265,1.7078668,-2.30552,-2.6542308,0.7077309
fretful_cirrocumulus_altocumulomutatus.jpg,6,3,3.2716444,2.7217205,1.8776283,-2.7990482,-2.2854235,0.7258469
informal_stratocumulus_cumulogenitus.jpg,6,1,4.3984985,1.2938602,1.6050336,1.7696052,-1.3962611,-0.15562928
selfish_stratocumulus_stratiformis_perlucidus_undulatus.jpg,3,3,2.6536944,2.6088023,1.9472795,1.9407802,-0.78870606,0.86200154
snoopy_stratocumulus_stratiformis_translucidus.jpg,3,2,3.8034935,1.5760142,2.506404,-2.4391243,-2.5234313,-0.08562589
touched_stratocumulus_virga.jpg,3,1,1.4345081,2.3656864,1.5036345,1.3968558,-1.6496704,0.37245858
comely_cirrostratus_fibratus.jpg,2,1,4.462283,2.8078709,1.9838532,-0.9396522,-1.6007028,-0.025902152
doleful_stratocumulus_lenticularis_undulatus.jpg,2,3,4.969866,1.5293689,2.222556,2.3348818,-1.05728,-0.845327
calamitous_nimbostratus_cumulogenitus.jpg,2,3,4.875741,1.3885443,2.2035654,-0.3903401,-2.8888712,0.54661167
embarrassed_cumulonimbus_capillatus.jpg,2,3,3.9047332,1.3472859,2.239389,-1.1653805,-1.9725268,-0.50973463
comforted_stratocumulus_stratiformis_perlucidus.jpg,2,2,3.5312274,2.2801995,1.569938,0.6741457,-2.8634822,0.22336626
incapable_stratocumulus_lenticularis_duplicatus.jpg,5,4,2.4782531,1.6651767,1.0468161,1.9589272,-1.7232652,-0.59625375
informal_cumulus_pannus.jpg,5,2,1.3129077,1.5003346,2.2640147,-0.33068943,-0.9508157,-0.3025415
advantageous_cirrostratus_fibratus_duplicatus.jpg,5,2,2.1052213,1.861428,1.1832839,0.7774954,-1.2667483,-0.22711456
afflicted_cirrus_fibratus_intortus.jpg,5,4,3.3653314,1.3728594,2.3017235,2.5431752,-0.6095319,-0.3299682
light_stratus_stratocumulomutatus.jpg,5,1,2.1254437,2.2215996,1.3179283,-1.2912065,-1.6174612,-0.5021701
bold_altocumulus_nimbostratomutatus.jpg,5,1,3.7981746,1.8283901,1.8195988,-0.60284805,-0.9265957,-0.24337053
loved_cumulonimbus_pannus.jpg,5,1,2.7698274,1.3690413,1.9278706,1.9368324,-0.8604617,0.24680996
incapable_stratocumulus_stratiformis_perlucidus_undulatus.jpg,5,3,1.8467124,1.0670753,1.2985526,-0.8970759,-1.5661485,0.86841106
important_stratus_cataractagenitus.jpg,5,2,4.858774,2.4202352,2.344264,0.25502372,-1.928926,-0.74987245
aching_stratocumulus_stratiformis_perlucidus_radiatus.jpg,5,4,3.7715297,1.0432318,1.2476757,-1.5687515,-1.9678824,-0.71920884
vindictive_cumulus_mediocris_radiatus.jpg,5,3,1.2615879,2.7105055,2.116222,-1.8013251,-0.4074788,-0.96336854
invidious_cumulonimbus_nimbostratogenitus.jpg,5,4,2.776363,1.0616986,1.8346399,-2.6788645,-1.6595898,-0.8693466
mordant_altocumulus_stratiformis_opacus_lacunosus.jpg,5,3,1.481982,1.3383322,2.0225046,-2.1426268,-2.1180308,-0.6429573
